week,yt_subs,yt_watch_hours,tiktok_followers,ig_milkmoney_followers,ig_bookroom_followers,list_size,posts_published,income_twd,expense_twd,note
2026-W29,67,9.4,1900,2000,3,0,0,0,1173,基線週。YT=奶粉錢奮鬥記頻道（Studio 截圖 07-13）：近28天觀看3579次/9.4小時(+236%)/訂閱+2；共10部影片；熱門=潔米媽Cindy片1536次；平均觀看比例41.6%走低。名單=LINE OA 未開。支出=AI工具固定月費
